id_cliente,edad,antiguedad_meses,cargo_mensual,cantidad_servicios,consultas_soporte,reclamos_ultimo_anio,horas_uso_mensual,tipo_contrato,medio_pago,satisfaccion,gasto_anual,abandono
C1661,41,29,69900,2,3,0,46.6,Anual,Efectivo,1.0,825000,0
C1662,55,67,138700,5,1,1,60.8,Bianual,Debito automatico,8.2,1745000,0
C1663,36,7,25000,1,3,0,17.5,Mensual,Efectivo,8.8,328000,0
C1664,18,9,53700,2,5,3,5.8,Anual,Tarjeta,3.9,730000,1
C1665,34,34,148800,5,0,0,63.0,Anual,Tarjeta,10.0,1868000,0
C1666,37,23,102300,3,7,7,47.7,Anual,Efectivo,1.0,1191000,1
C1667,52,78,116900,4,3,0,53.2,Anual,Tarjeta,8.6,1474000,0
C1668,54,94,164100,5,1,0,77.0,Anual,Transferencia,7.4,2221000,0
C1669,50,65,100800,3,1,0,68.8,Anual,Tarjeta,5.4,1318000,0
C1670,26,43,96800,4,3,0,37.7,Anual,Transferencia,8.9,1141000,0
C1671,35,5,62500,2,1,0,17.3,Mensual,Tarjeta,7.8,945000,1
C1672,41,57,88400,2,2,1,80.5,Anual,Transferencia,8.8,1012000,0
C1673,50,70,140600,5,1,0,62.3,Anual,Debito automatico,8.1,1869000,0
C1674,23,32,90300,1,5,7,86.3,Mensual,Tarjeta,3.6,1177000,1
C1675,40,23,93500,2,3,4,52.2,Anual,Transferencia,1.8,1198000,1
C1676,20,34,134300,4,3,0,102.1,Anual,Transferencia,9.2,1881000,0
C1677,58,65,125600,4,1,0,71.7,Anual,Transferencia,9.6,1515000,0
C1678,28,68,109500,4,1,1,87.3,Mensual,Tarjeta,9.7,1534000,0
C1679,27,6,63200,2,1,0,20.6,Anual,Efectivo,3.9,923000,0
C1680,40,71,123000,3,0,0,87.1,Bianual,Debito automatico,6.4,1410000,0
C1681,37,1,48400,2,4,1,21.8,Anual,Transferencia,5.3,565000,0
C1682,25,12,63500,1,3,0,36.7,Mensual,Debito automatico,4.4,807000,0
C1683,21,41,95500,4,3,0,30.2,Mensual,Transferencia,6.5,1348000,1
C1684,37,33,149100,4,1,1,72.9,Bianual,Debito automatico,8.8,1657000,0
C1685,47,1,74300,1,6,6,77.9,Mensual,Tarjeta,2.3,990000,1
C1686,46,66,128300,3,1,1,94.8,Bianual,Tarjeta,9.3,1394000,0
C1687,38,36,130600,5,3,0,80.8,Bianual,Tarjeta,9.1,1750000,0
C1688,50,78,124100,4,2,0,74.3,Anual,Transferencia,6.7,1629000,0
C1689,23,16,81600,1,5,2,60.7,Mensual,Efectivo,3.9,1236000,0
C1690,44,52,126300,4,2,0,74.1,Mensual,Debito automatico,5.9,1761000,0
C1691,26,35,124000,3,0,0,89.1,Anual,Transferencia,7.9,1513000,0
C1692,58,75,142600,5,0,0,62.1,Mensual,Debito automatico,7.4,1844000,0
C1693,28,14,73200,3,3,1,18.9,Mensual,Efectivo,,1026000,0
C1694,61,34,129300,4,2,0,62.0,Bianual,Transferencia,8.8,1577000,0
C1695,43,68,149400,6,2,0,66.3,Anual,Debito automatico,7.7,2047000,0
C1696,40,43,107600,2,2,0,97.1,Bianual,Transferencia,8.0,1191000,0
C1697,51,4,86400,2,2,5,50.9,Anual,Efectivo,4.5,1236000,1
C1698,46,18,110300,2,6,10,102.3,Anual,Tarjeta,5.4,1426000,1
C1699,30,26,129700,4,7,5,76.2,Mensual,Efectivo,4.0,1705000,1
C1700,43,42,160400,5,1,0,108.9,Anual,Tarjeta,8.7,2202000,0
C1701,27,4,96400,3,0,3,46.7,Mensual,Transferencia,6.2,1190000,1
C1702,43,48,125800,3,3,0,117.6,Bianual,Transferencia,7.5,1536000,0
C1703,21,1,40900,1,5,0,21.4,Mensual,Debito automatico,7.1,440000,1
C1704,51,88,95300,4,1,2,31.0,Mensual,Transferencia,6.7,1466000,0
C1705,27,68,100800,3,2,2,80.9,Mensual,Debito automatico,8.8,1179000,0
C1706,42,41,172900,5,0,1,96.9,Anual,Debito automatico,8.3,2029000,0
C1707,40,31,61400,2,10,2,64.4,Mensual,Transferencia,3.7,792000,1
C1708,34,21,100300,2,2,2,66.4,Anual,Tarjeta,3.7,1355000,0
C1709,27,53,138200,4,2,0,109.1,Anual,Debito automatico,7.7,1837000,1
C1710,49,70,119900,2,3,0,94.1,Anual,Debito automatico,6.2,1491000,0
C1711,55,85,109800,4,6,0,84.8,Anual,Transferencia,7.9,1527000,0
C1712,30,1,65700,1,8,4,47.0,Mensual,Transferencia,4.4,843000,1
C1713,50,84,136600,4,3,2,54.5,Anual,Debito automatico,8.5,1757000,0
C1714,39,95,148400,4,3,1,97.8,Anual,Debito automatico,6.7,2020000,0
C1715,27,21,89800,2,2,3,63.6,Mensual,Transferencia,6.5,1140000,1
C1716,22,22,45300,2,1,0,24.0,Mensual,Efectivo,5.9,553000,0
C1717,51,38,110000,4,1,0,78.1,Anual,Debito automatico,7.2,1455000,1
C1718,22,1,77500,2,1,1,23.6,Anual,Tarjeta,5.2,1035000,1
C1719,41,26,91200,3,11,5,50.7,Anual,Debito automatico,1.9,1179000,1
C1720,47,53,113500,4,5,0,51.5,Bianual,Tarjeta,9.3,1510000,0
C1721,43,45,124200,4,1,0,64.0,Anual,Debito automatico,10.0,1558000,0
C1722,40,66,108000,3,2,0,84.9,Anual,Tarjeta,9.1,1375000,0
C1723,34,1,63300,1,2,1,24.5,Mensual,Efectivo,5.3,855000,1
C1724,47,60,134000,4,2,2,89.7,Anual,Debito automatico,9.7,1709000,0
C1725,18,1,61200,1,2,1,38.7,Bianual,Efectivo,6.0,873000,1
C1726,18,7,78900,3,2,0,38.2,Mensual,Debito automatico,6.1,1113000,0
C1727,22,3,45100,2,1,0,22.1,Mensual,Efectivo,8.2,594000,1
C1728,18,28,57000,1,0,0,32.1,Mensual,Debito automatico,7.2,790000,0
C1729,44,61,140900,4,0,0,93.8,Anual,Debito automatico,10.0,1865000,0
C1730,37,55,132100,3,1,2,99.5,Mensual,Debito automatico,8.6,1796000,0
C1731,61,50,131300,4,2,0,86.5,Anual,Debito automatico,7.8,1733000,0
C1732,18,14,72500,1,2,1,51.3,Anual,Tarjeta,5.6,740000,0
C1733,29,1,81400,3,3,0,34.1,Mensual,Debito automatico,4.1,877000,1
C1734,31,60,125800,3,2,1,100.7,Bianual,Tarjeta,8.0,1626000,0
C1735,23,1,70400,3,5,1,26.2,Anual,Debito automatico,7.8,969000,0
C1736,37,36,72600,1,9,3,33.0,Mensual,Transferencia,4.8,950000,1
C1737,18,25,63700,1,6,1,38.3,Mensual,Tarjeta,6.4,908000,1
C1738,43,51,146300,5,2,0,99.6,Bianual,Debito automatico,7.1,1982000,0
C1739,57,46,118500,4,1,0,97.2,Anual,Transferencia,8.6,1644000,0
C1740,37,54,180000,6,1,2,94.8,Mensual,Debito automatico,9.6,2495000,0
C1741,29,1,49600,1,3,1,28.4,Mensual,Tarjeta,6.9,569000,0
C1742,36,12,62700,2,4,1,21.1,Bianual,Efectivo,6.6,702000,1
C1743,51,76,185000,6,2,0,80.8,Anual,,6.4,2126000,0
C1744,22,7,74300,1,1,0,40.8,Mensual,Efectivo,7.5,1020000,0
C1745,22,58,121500,2,1,2,79.0,Bianual,Tarjeta,4.4,1521000,1
C1746,46,47,121100,3,1,0,105.8,Anual,Debito automatico,8.8,1626000,0
C1747,40,32,137900,4,0,0,73.9,Anual,Tarjeta,10.0,1798000,0
C1748,32,46,98700,2,1,0,78.7,Anual,Tarjeta,6.4,1207000,0
C1749,37,25,120900,3,7,1,88.2,Mensual,Tarjeta,3.8,1563000,0
C1750,47,80,175000,5,3,1,85.9,Bianual,Debito automatico,7.4,2042000,0
C1751,23,10,95200,4,3,2,28.3,Mensual,Tarjeta,5.8,1283000,0
C1752,46,63,149400,5,0,0,92.6,Anual,Debito automatico,9.6,1804000,0
C1753,18,1,64600,2,1,0,36.5,Mensual,Transferencia,7.0,1034000,0
C1754,50,50,133600,5,1,1,44.1,Anual,Debito automatico,8.5,1584000,1
C1755,24,42,92600,3,6,3,47.5,Mensual,Efectivo,5.1,1225000,1
C1756,21,1,74100,1,1,2,33.2,Mensual,Efectivo,6.4,758000,1
C1757,57,51,98200,3,4,0,82.3,Anual,Tarjeta,10.0,1285000,0
C1758,62,70,136500,4,4,2,76.0,Anual,Tarjeta,,1720000,0
C1759,28,3,78600,2,3,0,52.1,Mensual,Efectivo,6.6,1017000,0
C1760,33,35,138900,4,1,1,82.9,Bianual,Debito automatico,6.2,1587000,1
C1761,32,22,66200,1,6,4,45.1,Bianual,Debito automatico,3.4,772000,1
C1762,28,34,70400,2,3,0,39.2,Mensual,Efectivo,7.8,896000,0
C1763,27,1,66700,2,3,2,28.8,Mensual,Tarjeta,4.7,874000,0
C1764,26,1,60100,2,1,0,31.5,Mensual,Tarjeta,3.7,997000,0
C1765,52,60,164400,6,4,1,67.3,Anual,Debito automatico,7.4,2128000,0
C1766,25,32,86700,2,4,1,69.9,Mensual,Efectivo,,1199000,0
C1767,18,2,36200,1,5,3,5.0,Anual,Tarjeta,6.5,410000,1
C1768,23,8,61000,1,3,1,27.8,Mensual,Transferencia,6.0,721000,1
C1769,35,2,91600,2,3,1,33.9,Mensual,Debito automatico,4.1,1203000,1
C1770,24,11,79200,2,4,3,49.5,Anual,Transferencia,,1221000,1
C1771,25,5,81900,2,3,0,48.4,Mensual,Transferencia,7.2,1064000,1
C1772,34,82,154000,5,2,0,101.0,Anual,Transferencia,6.1,1994000,0
C1773,37,43,51600,1,10,4,61.2,Mensual,Transferencia,5.5,608000,1
C1774,49,66,120900,5,2,2,67.7,Bianual,Tarjeta,8.4,1236000,0
C1775,40,17,79600,3,5,3,32.2,Mensual,Transferencia,7.8,1002000,1
C1776,56,66,127800,5,4,0,70.3,Anual,Debito automatico,8.1,1887000,0
C1777,25,1,59800,1,7,2,60.7,Mensual,Transferencia,4.9,847000,1
C1778,33,22,75700,1,1,0,31.0,Mensual,Debito automatico,7.1,1133000,1
C1779,29,40,82400,1,7,3,66.0,Mensual,Transferencia,5.2,1032000,1
C1780,47,93,145300,5,1,0,84.1,Bianual,Debito automatico,5.1,1560000,0
C1781,30,1,57100,2,3,0,14.3,Mensual,Tarjeta,4.5,677000,0
C1782,48,76,91400,2,2,2,55.2,Anual,Debito automatico,6.5,1163000,0
C1783,49,58,118000,3,1,0,60.0,Mensual,Debito automatico,8.1,1584000,0
C1784,29,29,103900,3,8,5,75.9,Anual,Efectivo,4.6,1303000,1
C1785,47,72,133900,4,3,0,76.0,Anual,Debito automatico,7.8,1650000,0
C1786,35,25,130900,4,1,0,96.1,Mensual,Transferencia,9.7,1839000,0
C1787,47,80,119200,4,2,1,49.1,Bianual,Debito automatico,8.8,1410000,0
C1788,50,63,146700,3,2,1,116.6,Bianual,Tarjeta,7.2,1770000,0
C1789,41,7,100100,2,2,4,52.3,Mensual,Efectivo,4.4,1303000,1
C1790,51,33,108400,2,7,3,64.7,Mensual,Efectivo,3.0,1383000,1
C1791,46,13,76300,2,3,3,47.7,Anual,Efectivo,6.2,861000,0
C1792,32,59,125300,4,0,1,72.2,Bianual,Tarjeta,8.7,1477000,0
C1793,42,60,117800,4,1,1,79.3,Anual,Tarjeta,4.0,1672000,0
C1794,18,1,61100,3,5,0,36.9,Anual,Tarjeta,9.4,931000,1
C1795,20,1,65000,1,5,0,79.7,Anual,Tarjeta,7.1,912000,0
C1796,36,41,110900,2,3,2,92.8,Mensual,Tarjeta,7.6,1364000,1
C1797,18,20,87000,2,3,1,59.7,Mensual,Tarjeta,8.8,1011000,0
C1798,18,1,100200,2,6,2,53.3,Mensual,Tarjeta,6.0,1423000,1
C1799,35,14,126900,3,6,4,67.9,Mensual,Efectivo,4.3,1751000,1
C1800,26,1,64000,1,7,4,46.2,Mensual,Tarjeta,3.5,841000,1
C1801,43,49,138400,4,4,5,79.0,Mensual,Tarjeta,6.2,1785000,0
C1802,33,60,116300,4,2,1,64.0,Anual,Tarjeta,8.2,1342000,0
C1803,70,89,155900,4,6,1,97.6,Mensual,Tarjeta,7.6,2160000,0
C1804,32,38,101800,2,8,3,65.2,Mensual,Transferencia,5.6,1453000,1
C1805,28,16,83500,3,2,0,5.0,Mensual,Transferencia,7.1,1071000,1
C1806,18,5,52300,1,7,2,28.6,Mensual,Efectivo,6.3,625000,1
C1807,51,22,137600,4,4,6,72.5,Mensual,Transferencia,5.5,1920000,1
C1808,37,2,33700,1,2,2,30.2,Anual,Efectivo,9.6,357000,0
C1809,44,85,164800,5,2,0,99.4,Bianual,Tarjeta,8.7,2177000,0
C1810,41,86,118400,4,4,0,58.4,Bianual,Transferencia,7.5,1455000,0
C1811,29,2,77200,3,3,3,13.1,Mensual,Tarjeta,6.6,1002000,1
C1812,18,15,30200,1,4,1,32.9,Anual,Tarjeta,8.0,398000,1
C1813,64,64,118900,4,2,0,72.5,Bianual,Debito automatico,6.7,1425000,0
C1814,43,45,114900,3,7,1,56.4,Anual,Tarjeta,3.8,1566000,1
C1815,28,1,70800,2,4,1,53.6,Anual,Debito automatico,4.5,983000,1
C1816,31,85,140600,5,1,0,58.4,Bianual,Tarjeta,5.9,1834000,0
C1817,44,93,134500,4,2,0,77.0,Anual,Tarjeta,6.8,1720000,0
C1818,47,53,154600,4,2,0,89.1,Mensual,Efectivo,8.2,2007000,0
C1819,46,25,104900,4,2,1,37.1,Mensual,Tarjeta,6.3,1422000,0
C1820,36,8,32400,1,1,0,12.9,Anual,Tarjeta,7.1,373000,0
C1821,18,7,74300,2,6,2,34.2,Mensual,Transferencia,5.3,1135000,1
C1822,39,16,131800,2,12,6,93.7,Mensual,Efectivo,3.2,1805000,1
C1823,50,42,141700,4,0,0,97.3,Anual,Tarjeta,10.0,1770000,0
C1824,22,45,74600,2,3,2,34.4,Mensual,,5.5,897000,1
C1825,52,76,133100,4,3,2,22.2,Anual,Debito automatico,7.4,1822000,0
C1826,29,1,79000,1,3,0,45.7,Mensual,Debito automatico,5.8,1040000,0
C1827,33,17,111400,3,6,6,60.5,Anual,Tarjeta,5.5,1364000,1
C1828,18,23,83500,2,4,1,52.3,Mensual,Tarjeta,5.2,1256000,0
C1829,49,87,156000,6,2,0,57.9,Bianual,Debito automatico,7.9,1888000,0
C1830,24,16,95700,3,1,0,39.6,Mensual,Tarjeta,9.2,1253000,1
C1831,35,20,78700,3,6,5,75.5,Anual,Tarjeta,4.4,977000,1
C1832,36,56,121800,3,3,0,80.8,Anual,Tarjeta,7.3,1405000,0
C1833,37,39,113100,3,1,2,81.2,Anual,Tarjeta,8.8,1434000,0
C1834,36,20,107500,4,8,5,62.4,Anual,Transferencia,3.5,1302000,1
C1835,40,38,78400,1,6,7,70.7,Mensual,Transferencia,,927000,1
C1836,38,60,112800,4,0,0,87.8,Anual,Tarjeta,9.2,1372000,0
C1837,33,10,92300,3,4,1,77.6,Mensual,Tarjeta,5.5,1191000,0
C1838,53,66,141600,4,1,0,64.6,Bianual,,7.0,1634000,0
C1839,25,50,106500,3,0,2,66.7,Anual,Efectivo,7.8,1345000,0
C1840,45,72,104000,3,3,0,119.6,Anual,Tarjeta,7.1,1306000,0
C1841,27,1,48400,1,2,1,24.3,Mensual,Efectivo,6.2,638000,1
C1842,36,28,97200,2,4,4,52.9,Mensual,Debito automatico,3.4,1481000,1
C1843,49,29,142700,5,1,0,86.9,Anual,Tarjeta,7.0,1808000,0
C1844,24,39,152800,4,1,0,89.1,Mensual,Debito automatico,10.0,2081000,0
C1845,18,3,64000,1,1,0,27.8,Anual,Transferencia,7.0,853000,0
C1846,54,72,114800,4,0,0,71.7,Mensual,Debito automatico,8.1,1539000,0
C1847,41,41,134000,4,1,1,87.4,Mensual,Tarjeta,9.4,1807000,0
C1848,37,24,86100,2,7,3,64.8,Anual,Tarjeta,5.1,1080000,1
C1849,23,1,48800,3,4,2,5.0,Anual,Debito automatico,5.9,680000,1
C1850,58,58,112600,3,3,1,102.1,Bianual,Transferencia,7.7,1304000,0
C1851,35,19,76500,3,2,2,31.6,Mensual,Efectivo,6.1,986000,1
C1852,31,19,70000,2,3,1,,Anual,Transferencia,6.9,887000,0
C1853,50,90,119200,4,5,1,50.0,Anual,Tarjeta,7.8,1341000,0
C1854,34,56,139100,4,0,1,64.5,Bianual,Tarjeta,6.9,1816000,0
C1855,34,12,59100,1,1,2,23.2,Anual,Tarjeta,4.7,918000,1
C1856,51,57,126200,2,0,1,111.5,Bianual,,8.5,1488000,0
C1857,41,10,78500,2,9,3,52.6,Bianual,Tarjeta,3.8,1023000,1
C1858,45,78,154200,5,5,0,84.1,Anual,Transferencia,,2079000,0
C1859,47,46,110800,3,1,0,77.6,Anual,Tarjeta,8.9,1266000,0
C1860,48,74,98300,2,3,0,80.8,Bianual,Transferencia,9.5,1267000,0
C1861,49,51,112900,2,6,5,58.1,Mensual,Transferencia,7.3,1414000,0
C1862,29,1,74900,2,9,4,82.5,Mensual,Tarjeta,3.6,1219000,0
C1863,34,59,50600,2,5,5,31.8,Mensual,Tarjeta,3.4,655000,1
C1864,47,35,109800,3,1,1,66.9,Anual,Tarjeta,6.9,1459000,0
C1865,27,22,69600,3,9,1,5.0,Anual,Transferencia,6.7,919000,0
C1866,43,92,114800,5,0,0,54.6,Anual,Transferencia,7.7,1699000,0
C1867,56,64,133700,6,3,0,59.0,Bianual,Tarjeta,6.4,1641000,0
C1868,41,31,52700,1,4,2,36.2,Bianual,Tarjeta,3.9,736000,1
C1869,28,6,65300,1,0,0,22.3,Mensual,Debito automatico,3.9,902000,1
C1870,29,16,74300,2,3,1,5.0,Mensual,Transferencia,7.6,1028000,0
C1871,34,27,102400,2,4,3,45.7,Mensual,Efectivo,3.1,1351000,0
C1872,40,25,63500,2,3,1,53.2,Mensual,Tarjeta,6.4,791000,0
C1873,44,79,114600,4,1,1,78.5,Anual,Tarjeta,5.6,1211000,0
C1874,36,46,126500,5,0,1,91.0,Bianual,Debito automatico,7.6,1661000,0
C1875,36,39,107500,3,9,5,46.0,Anual,Transferencia,3.8,1305000,1
C1876,59,86,134500,5,2,0,47.4,Anual,Tarjeta,7.4,1842000,0
C1877,28,58,114800,3,1,1,69.8,Anual,Transferencia,8.9,1464000,0
C1878,30,39,134800,4,0,1,87.3,Anual,Tarjeta,10.0,1804000,0
C1879,19,9,87700,2,5,3,75.9,Anual,Tarjeta,5.0,1164000,0
C1880,36,16,71900,1,7,4,76.4,Mensual,Tarjeta,5.3,693000,1
C1881,31,39,164000,5,1,0,98.1,Anual,Debito automatico,10.0,2132000,0
C1882,33,35,94400,3,2,5,50.2,Anual,Transferencia,4.8,1133000,0
C1883,58,92,116300,4,2,1,72.4,Mensual,Debito automatico,7.4,1676000,0
C1884,36,46,151400,5,1,1,82.9,Bianual,Debito automatico,9.6,1901000,0
C1885,29,28,46800,1,7,0,30.8,Anual,Efectivo,7.7,667000,0
C1886,38,67,121400,2,3,0,120.6,Anual,Debito automatico,9.1,1471000,0
C1887,47,51,128600,5,2,0,59.8,Anual,Debito automatico,6.5,1575000,1
C1888,31,1,64400,1,1,0,30.2,Bianual,Transferencia,5.3,718000,0
C1889,21,30,82900,2,2,0,53.4,Mensual,Efectivo,6.1,929000,0
C1890,35,23,74900,3,7,6,38.5,Anual,Tarjeta,5.1,895000,1
C1891,50,50,130700,4,2,0,77.7,Bianual,Tarjeta,8.3,1456000,0
C1892,55,73,140300,5,2,0,63.5,Anual,Debito automatico,8.8,1662000,0
C1893,18,1,74200,2,2,0,30.4,Anual,Tarjeta,8.0,949000,0
C1894,33,1,69500,2,3,2,8.5,Mensual,Transferencia,7.9,973000,0
C1895,27,33,86400,2,5,3,71.5,Anual,Tarjeta,5.6,1069000,0
C1896,64,67,152100,5,2,0,82.7,Anual,Transferencia,6.1,1890000,0
C1897,36,51,43100,1,0,1,42.1,Anual,Tarjeta,7.0,437000,0
C1898,29,1,75000,3,0,1,20.1,Mensual,Debito automatico,5.6,982000,1
C1899,28,1,54600,1,2,2,35.4,Mensual,Transferencia,4.3,625000,1
C1900,39,55,129600,3,1,1,73.6,Bianual,Tarjeta,7.9,1537000,0
C1901,47,69,104700,2,1,2,82.7,Bianual,Tarjeta,10.0,1082000,0
C1902,24,9,81400,1,4,0,68.5,Anual,,7.0,1070000,0
C1903,29,16,54500,2,1,2,35.5,Mensual,Tarjeta,8.9,672000,0
C1904,48,22,104600,3,2,3,69.0,Anual,Debito automatico,8.5,1336000,0
C1905,47,69,130300,5,2,2,74.9,Bianual,Transferencia,10.0,1688000,0
C1906,31,9,122300,3,3,3,40.4,Mensual,Debito automatico,4.3,1632000,0
C1907,31,21,97600,3,4,0,68.8,Anual,Transferencia,8.3,1326000,0
C1908,18,10,62400,2,2,0,17.3,Mensual,Tarjeta,4.8,647000,0
C1909,18,1,85800,3,5,0,26.9,Mensual,Tarjeta,7.8,1130000,1
C1910,47,29,118100,4,3,0,103.0,Anual,Tarjeta,7.7,1619000,0
C1911,51,16,77400,1,6,6,71.3,Mensual,Efectivo,3.3,1024000,1
C1912,64,66,134000,4,2,2,80.4,Anual,Debito automatico,9.0,1857000,0
C1913,38,84,134200,5,3,0,54.4,Anual,Transferencia,8.8,1894000,0
C1914,58,82,108200,5,2,0,63.3,Bianual,Tarjeta,8.8,1398000,0
C1915,64,91,113600,3,1,1,76.4,Bianual,Debito automatico,6.9,1338000,0
C1916,48,89,149400,5,0,2,61.9,Anual,Debito automatico,7.3,1791000,0
C1917,28,24,67800,1,4,0,29.5,Mensual,Tarjeta,6.3,847000,0
C1918,18,8,103300,3,1,1,41.1,Mensual,Tarjeta,7.4,1331000,0
C1919,43,52,117600,4,1,1,82.4,Anual,Transferencia,10.0,1436000,0
C1920,32,55,133400,3,1,1,91.6,Anual,Efectivo,8.8,1563000,0
C1921,29,10,71600,1,3,0,59.5,Mensual,Efectivo,8.9,973000,1
C1922,39,72,145100,4,3,2,69.3,Bianual,Debito automatico,8.5,1908000,0
C1923,41,19,113100,3,6,5,80.9,Mensual,Debito automatico,3.8,1574000,1
C1924,50,37,100200,3,2,1,96.9,Mensual,Debito automatico,9.3,1305000,0
C1925,20,14,50200,1,3,0,10.5,Bianual,Debito automatico,8.5,704000,0
C1926,18,7,42200,1,3,0,16.4,Mensual,Tarjeta,8.9,601000,1
C1927,18,1,59300,2,7,2,20.7,Mensual,Transferencia,7.9,809000,1
C1928,50,69,118600,5,2,0,58.3,Anual,Debito automatico,7.4,1534000,0
C1929,31,7,106300,2,9,3,60.6,Mensual,Transferencia,3.8,1382000,1
C1930,23,38,100500,3,6,1,71.8,Mensual,Tarjeta,4.8,1420000,1
C1931,45,49,152500,3,2,0,108.1,Anual,Debito automatico,10.0,1900000,0
C1932,37,36,127900,4,0,1,92.9,Anual,Debito automatico,8.8,1539000,0
C1933,32,59,145100,6,2,0,80.9,Anual,Tarjeta,8.9,1810000,0
C1934,31,16,100700,3,6,4,28.7,Bianual,Efectivo,4.2,1246000,1
C1935,45,4,92900,2,7,4,63.1,Mensual,Efectivo,3.7,1258000,1
C1936,32,22,51600,1,2,1,34.4,Anual,Tarjeta,6.2,607000,1
C1937,51,70,86600,2,3,0,74.9,Anual,Tarjeta,7.6,980000,0
C1938,32,2,95700,3,0,0,67.7,Mensual,Efectivo,8.5,1397000,0
C1939,42,79,163100,5,5,1,91.8,Anual,Debito automatico,7.1,2172000,0
C1940,27,24,47600,1,1,2,46.6,Mensual,Debito automatico,6.5,423000,0
C1941,28,8,38300,1,3,1,18.6,Anual,Tarjeta,5.3,612000,0
C1942,48,61,102600,3,1,0,63.8,Anual,Debito automatico,8.3,1275000,0
C1943,31,16,65700,2,0,1,32.5,Anual,Transferencia,8.1,839000,0
C1944,34,41,146900,4,2,0,75.6,Anual,Tarjeta,10.0,1957000,0
C1945,45,74,138800,4,2,1,96.0,Anual,Debito automatico,8.6,1903000,0
C1946,32,8,66900,2,3,0,39.7,Mensual,Transferencia,7.1,1000000,0
C1947,18,1,121200,3,5,4,44.6,Anual,Tarjeta,3.9,1525000,1
C1948,62,83,145100,5,6,0,91.1,Mensual,Transferencia,8.1,1847000,0
C1949,26,105,144000,5,1,0,73.6,Mensual,Transferencia,7.8,1749000,0
C1950,36,70,85700,2,1,1,60.3,Anual,Transferencia,8.4,1144000,0
C1951,50,74,99800,2,0,1,87.2,Anual,Transferencia,8.5,1350000,0
C1952,24,1,59200,1,2,0,38.5,Anual,Debito automatico,7.0,656000,0
C1953,18,21,107100,3,2,0,49.6,Mensual,Tarjeta,6.0,1404000,0
C1954,18,1,89800,3,3,0,28.6,Mensual,Efectivo,6.1,1165000,0
C1955,61,81,147000,4,1,0,85.2,Anual,Debito automatico,9.5,1790000,0
C1956,36,60,139400,4,2,2,75.0,Anual,Debito automatico,10.0,1847000,0
C1957,46,15,66800,1,4,3,41.0,Bianual,Tarjeta,2.6,798000,1
C1958,41,39,125000,4,1,1,65.4,Anual,Debito automatico,6.7,1557000,0
C1959,31,61,148100,3,2,0,106.0,Mensual,Tarjeta,7.1,2194000,0
C1960,36,59,157700,6,1,0,107.1,Anual,Tarjeta,8.2,1891000,0
C1961,32,52,147800,3,1,0,93.2,Bianual,Debito automatico,9.4,1808000,0
C1962,48,29,152800,5,1,0,111.9,Mensual,Tarjeta,9.0,1952000,0
C1963,33,4,76100,2,2,0,50.9,Mensual,Efectivo,6.6,1000000,0
C1964,18,1,48400,1,5,1,44.9,Mensual,Tarjeta,7.1,661000,1
C1965,49,90,121700,5,6,2,57.4,Anual,Debito automatico,6.5,1663000,0
C1966,34,64,159100,4,2,0,115.7,Anual,Tarjeta,8.0,1967000,0
C1967,63,93,167000,4,2,1,80.6,Mensual,Debito automatico,7.4,2163000,0
C1968,18,1,64400,2,3,1,27.8,Mensual,Transferencia,4.4,839000,1
C1969,55,10,131300,4,0,2,77.3,Anual,Tarjeta,6.8,1538000,1
C1970,27,1,81200,2,3,0,38.1,Mensual,Tarjeta,5.0,1143000,1
C1971,18,28,72700,2,0,1,7.3,Mensual,Debito automatico,7.4,983000,0
C1972,21,2,92500,1,6,1,45.2,Mensual,Debito automatico,6.7,1243000,1
C1973,20,1,87400,2,4,2,18.7,Mensual,Transferencia,7.2,1143000,1
C1974,41,101,128500,4,0,0,77.9,Anual,Debito automatico,5.1,1605000,0
C1975,42,66,106400,2,2,0,79.7,Anual,Tarjeta,6.4,1428000,0
C1976,26,24,108300,3,8,3,57.8,Mensual,Transferencia,4.9,1546000,1
C1977,22,44,127400,4,0,2,75.9,Bianual,Tarjeta,4.8,1668000,1
C1978,38,46,93800,2,5,0,85.4,Anual,Tarjeta,9.8,1217000,1
C1979,26,51,124600,3,2,0,118.2,Bianual,Debito automatico,6.0,1627000,0
C1980,21,30,88500,1,3,0,56.2,Mensual,Transferencia,7.5,1106000,0
C1981,44,84,172600,6,0,2,77.7,Mensual,Debito automatico,6.3,2288000,0
C1982,45,88,125200,4,2,2,71.6,Anual,Debito automatico,8.7,1692000,0
C1983,53,40,110600,3,11,5,75.5,Anual,Debito automatico,8.1,1477000,1
C1984,41,32,140600,3,2,0,106.1,Anual,Debito automatico,5.5,1719000,0
C1985,29,19,38600,1,4,0,20.7,Mensual,Efectivo,7.3,428000,0
C1986,37,74,135400,5,0,2,70.8,Bianual,Transferencia,5.1,1633000,0
C1987,35,13,126700,3,1,0,58.8,Anual,Tarjeta,8.8,1513000,0
C1988,29,1,72900,1,1,0,52.0,Mensual,Debito automatico,6.1,1106000,1
C1989,32,34,121700,3,1,0,121.0,Mensual,Debito automatico,8.5,1680000,0
C1990,44,31,91700,2,6,9,63.3,Mensual,Tarjeta,3.0,1087000,1
C1991,26,26,97600,3,5,5,28.0,Anual,Tarjeta,5.1,1118000,1
C1992,34,27,78000,3,3,5,71.7,Mensual,Transferencia,2.3,960000,1
